game_index,gameTime,label,position,team,visibility
52,2 - 16:39,Corner,999852,away,visible
52,2 - 16:43,Shots on target,1003101,away,visible
52,2 - 16:44,Ball out of play,1004273,not applicable,visible
52,2 - 17:12,Corner,1032597,away,visible
52,2 - 17:20,Ball out of play,1040733,not applicable,visible
52,2 - 17:36,Throw-in,1056902,away,not shown
52,2 - 18:36,Shots off target,1116699,away,visible
52,2 - 18:37,Ball out of play,1117510,not applicable,visible
52,2 - 19:03,Clearance,1143517,home,not shown
52,2 - 20:38,Foul,1238730,home,visible
52,2 - 21:33,Indirect free-kick,1293014,away,visible
52,2 - 21:37,Ball out of play,1297459,not applicable,visible
52,2 - 21:46,Throw-in,1306437,away,not shown
52,2 - 22:12,Ball out of play,1332361,not applicable,visible
52,2 - 22:21,Throw-in,1341898,away,not shown
52,2 - 23:14,Ball out of play,1394730,not applicable,visible
52,2 - 23:36,Throw-in,1416676,away,visible
52,2 - 23:50,Foul,1430252,home,not shown
52,2 - 24:14,Indirect free-kick,1454430,away,visible
52,2 - 24:29,Ball out of play,1469524,not applicable,visible
52,2 - 24:43,Throw-in,1483576,away,visible
52,2 - 25:13,Shots on target,1513216,away,visible
52,2 - 25:14,Goal,1514375,away,visible
52,2 - 26:08,Substitution,1568586,home,not shown
52,2 - 26:18,Kick-off,1578354,home,not shown
52,2 - 26:31,Ball out of play,1591382,not applicable,visible
52,2 - 26:44,Throw-in,1604383,away,not shown
52,2 - 27:03,Ball out of play,1623743,not applicable,visible
52,2 - 27:11,Throw-in,1631838,home,not shown
52,2 - 27:16,Ball out of play,1636526,not applicable,not shown
52,2 - 27:28,Throw-in,1648492,away,not shown
52,2 - 28:08,Foul,1688277,away,visible
52,2 - 28:48,Indirect free-kick,1728867,home,visible
52,2 - 29:01,Ball out of play,1741097,not applicable,visible
52,2 - 29:24,Corner,1764440,home,visible
52,2 - 30:48,Ball out of play,1848482,not applicable,visible
52,2 - 31:06,Substitution,1866198,home,visible
52,2 - 31:16,Throw-in,1876935,away,visible
52,2 - 32:22,Ball out of play,1942339,not applicable,visible
52,2 - 32:35,Throw-in,1955022,away,not shown
52,2 - 32:51,Shots off target,1971749,home,visible
52,2 - 32:52,Ball out of play,1972741,not applicable,visible
52,2 - 33:19,Substitution,1999276,away,visible
52,2 - 33:42,Clearance,2022596,away,visible
52,2 - 33:46,Ball out of play,2026523,not applicable,visible
52,2 - 33:54,Throw-in,2034525,home,not shown
52,2 - 35:19,Shots on target,2119150,home,visible
52,2 - 37:55,Ball out of play,2275518,not applicable,visible
52,2 - 38:46,Substitution,2326420,away,visible
52,2 - 38:48,Substitution,2328106,away,visible
52,2 - 38:58,Clearance,2338810,home,not shown
52,2 - 39:02,Ball out of play,2342416,not applicable,visible
52,2 - 39:11,Throw-in,2351367,away,visible
52,2 - 39:32,Ball out of play,2372562,not applicable,visible
52,2 - 39:39,Throw-in,2379773,home,visible
52,2 - 39:58,Shots off target,2398422,home,visible
52,2 - 40:00,Ball out of play,2400577,not applicable,visible
52,2 - 40:19,Clearance,2419221,away,not shown
52,2 - 40:46,Foul,2446864,away,visible
52,2 - 40:59,Indirect free-kick,2459524,home,not shown
52,2 - 41:10,Ball out of play,2470748,not applicable,visible
52,2 - 41:15,Throw-in,2475759,home,not shown
52,2 - 41:23,Ball out of play,2483300,not applicable,visible
52,2 - 41:44,Corner,2504246,home,visible
52,2 - 41:49,Shots on target,2509215,home,visible
52,2 - 42:59,Ball out of play,2579448,not applicable,visible
52,2 - 43:06,Throw-in,2586639,away,not shown
52,2 - 43:24,Foul,2604197,away,visible
52,2 - 43:39,Indirect free-kick,2619412,home,not shown
52,2 - 43:50,Ball out of play,2630302,not applicable,visible
52,2 - 43:57,Throw-in,2637223,home,not shown
53,1 - 00:02,Kick-off,2015,away,visible
53,1 - 00:16,Ball out of play,16730,not applicable,visible
53,1 - 00:30,Throw-in,30817,home,not shown
53,1 - 00:33,Ball out of play,33871,not applicable,visible
53,1 - 00:45,Throw-in,45981,home,not shown
53,1 - 00:54,Foul,54957,away,visible
53,1 - 01:07,Indirect free-kick,67355,home,visible
53,1 - 02:23,Ball out of play,143228,not applicable,visible
53,1 - 02:48,Corner,168901,away,visible
53,1 - 02:50,Ball out of play,170330,not applicable,visible
53,1 - 03:18,Corner,198051,away,visible
53,1 - 04:01,Foul,241602,home,visible
53,1 - 04:17,Indirect free-kick,257512,away,not shown
53,1 - 06:05,Ball out of play,365019,not applicable,not shown
53,1 - 06:13,Throw-in,373724,away,visible
53,1 - 06:31,Foul,391670,away,visible
53,1 - 06:45,Indirect free-kick,405161,home,visible
53,1 - 07:16,Ball out of play,436106,not applicable,visible
53,1 - 07:24,Throw-in,444856,away,visible
53,1 - 07:31,Ball out of play,451118,not applicable,visible
53,1 - 07:44,Throw-in,464886,home,visible
53,1 - 07:46,Ball out of play,466544,not applicable,visible
53,1 - 08:05,Throw-in,485965,away,visible
53,1 - 08:34,Foul,514774,home,visible
53,1 - 08:53,Indirect free-kick,533097,away,visible
53,1 - 09:04,Foul,544403,home,visible
53,1 - 09:25,Indirect free-kick,565182,away,visible
53,1 - 09:27,Offside,567253,away,visible
53,1 - 10:08,Foul,608201,home,visible
53,1 - 10:27,Indirect free-kick,627025,away,not shown
53,1 - 10:54,Ball out of play,654967,not applicable,visible
53,1 - 11:00,Throw-in,660951,home,not shown
53,1 - 11:52,Ball out of play,712583,not applicable,not shown
53,1 - 12:05,Throw-in,725742,home,not shown
53,1 - 12:59,Ball out of play,779201,not applicable,visible
53,1 - 13:37,Clearance,817089,away,visible
53,1 - 15:10,Ball out of play,910425,not applicable,visible
53,1 - 15:19,Throw-in,919832,home,visible
53,1 - 15:25,Offside,925395,home,visible
53,1 - 15:47,Indirect free-kick,947870,away,visible
53,1 - 16:04,Ball out of play,964936,not applicable,visible
53,1 - 16:09,Throw-in,969624,away,visible
53,1 - 17:07,Ball out of play,1027796,not applicable,visible
53,1 - 17:45,Clearance,1065452,home,not shown
53,1 - 17:53,Shots off target,1073282,home,visible
53,1 - 17:55,Ball out of play,1075425,not applicable,visible
53,1 - 18:22,Clearance,1102709,away,not shown
53,1 - 18:44,Shots off target,1124028,home,visible
53,1 - 18:45,Ball out of play,1125378,not applicable,visible
53,1 - 19:15,Throw-in,1155593,away,not shown
53,1 - 19:37,Foul,1177779,home,visible
53,1 - 19:45,Indirect free-kick,1185875,away,not shown
53,1 - 20:34,Ball out of play,1234576,not applicable,visible
53,1 - 20:39,Throw-in,1239142,home,not shown
53,1 - 21:00,Ball out of play,1260308,not applicable,visible
53,1 - 21:11,Throw-in,1271607,away,visible
53,1 - 21:39,Ball out of play,1299002,not applicable,visible
53,1 - 21:43,Throw-in,1303872,away,visible
53,1 - 21:49,Foul,1309175,home,visible
53,1 - 22:29,Direct free-kick,1349701,away,visible
53,1 - 22:32,Shots off target,1352936,away,visible
53,1 - 23:20,Ball out of play,1400732,not applicable,visible
53,1 - 23:26,Throw-in,1406368,away,not shown
53,1 - 23:43,Shots on target,1423490,away,visible
53,1 - 23:47,Ball out of play,1427202,not applicable,visible
53,1 - 24:06,Throw-in,1446548,home,not shown
53,1 - 24:10,Ball out of play,1450517,not applicable,visible
53,1 - 24:16,Throw-in,1456108,away,not shown
53,1 - 25:21,Ball out of play,1521266,not applicable,visible
53,1 - 25:52,Corner,1552534,away,visible
53,1 - 25:54,Foul,1554830,home,visible
53,1 - 26:36,Shots on target,1596488,away,visible
53,1 - 26:36,Penalty,1596488,away,visible
53,1 - 26:36,Goal,1596859,away,visible
53,1 - 27:20,Kick-off,1640224,home,not shown
53,1 - 29:15,Ball out of play,1755324,not applicable,visible
53,1 - 29:36,Throw-in,1776843,away,visible
53,1 - 30:07,Foul,1807114,away,visible
53,1 - 30:37,Yellow card,1837387,away,visible
53,1 - 31:01,Direct free-kick,1861079,home,visible
53,1 - 31:04,Ball out of play,1864118,not applicable,visible
53,1 - 31:24,Corner,1884321,home,visible
53,1 - 31:26,Foul,1886399,away,visible
53,1 - 32:27,Shots on target,1947346,home,visible
53,1 - 32:27,Direct free-kick,1947346,home,visible
53,1 - 32:28,Ball out of play,1948212,not applicable,visible
53,1 - 32:44,Corner,1964732,home,visible
53,1 - 32:50,Ball out of play,1970148,not applicable,visible
53,1 - 33:04,Throw-in,1984134,home,visible
53,1 - 33:07,Ball out of play,1987716,not applicable,visible
53,1 - 33:16,Throw-in,1996685,home,visible
53,1 - 33:32,Ball out of play,2012411,not applicable,visible
53,1 - 33:57,Clearance,2037885,away,visible
53,1 - 34:15,Ball out of play,2055106,not applicable,visible
53,1 - 34:41,Corner,2081705,away,visible
53,1 - 35:20,Foul,2120572,away,visible
53,1 - 35:24,Indirect free-kick,2124150,home,visible
53,1 - 35:37,Ball out of play,2137498,not applicable,visible
53,1 - 35:56,Corner,2156282,home,visible
53,1 - 36:02,Ball out of play,2162385,not applicable,visible
53,1 - 36:11,Throw-in,2171854,home,visible
53,1 - 36:26,Foul,2186121,away,visible
53,1 - 36:35,Indirect free-kick,2195901,home,visible
53,1 - 36:50,Foul,2210012,home,visible
53,1 - 37:14,Indirect free-kick,2234394,away,not shown
53,1 - 38:57,Ball out of play,2337915,not applicable,visible
53,1 - 39:16,Clearance,2356146,home,not shown
53,1 - 40:13,Shots on target,2413273,home,visible
53,1 - 40:52,Foul,2452780,away,visible
53,1 - 41:10,Indirect free-kick,2470067,home,not shown
53,1 - 41:27,Foul,2487006,home,visible
53,1 - 42:18,Indirect free-kick,2538852,away,not shown
53,1 - 42:24,Ball out of play,2544237,not applicable,visible
53,1 - 42:52,Corner,2572973,away,visible
53,1 - 42:53,Foul,2573478,away,visible
53,1 - 43:13,Indirect free-kick,2593278,home,visible
53,1 - 44:13,Ball out of play,2653583,not applicable,visible
53,1 - 44:24,Throw-in,2664877,home,visible
53,2 - 00:00,Substitution,0,home,not shown
53,2 - 00:27,Ball out of play,27079,not applicable,visible
53,2 - 00:38,Throw-in,38262,away,not shown
53,2 - 00:54,Foul,54153,home,visible
53,2 - 01:21,Indirect free-kick,81482,away,visible
53,2 - 01:37,Ball out of play,97422,not applicable,visible
53,2 - 01:48,Throw-in,108340,away,visible
53,2 - 01:58,Ball out of play,118517,not applicable,visible
53,2 - 02:09,Throw-in,129000,home,visible
53,2 - 02:15,Ball out of play,135182,not applicable,visible
53,2 - 02:24,Throw-in,144016,home,not shown
53,2 - 03:00,Shots off target,180606,away,visible
53,2 - 03:01,Ball out of play,181688,not applicable,visible
53,2 - 03:55,Corner,235768,away,visible
53,2 - 03:59,Foul,239275,away,visible
53,2 - 04:18,Indirect free-kick,258825,home,not shown
53,2 - 04:27,Ball out of play,267479,not applicable,visible
53,2 - 04:47,Corner,287392,home,visible
53,2 - 04:51,Ball out of play,291212,not applicable,visible
53,2 - 04:55,Throw-in,295604,home,visible
53,2 - 04:57,Ball out of play,297873,not applicable,visible
53,2 - 05:08,Throw-in,308881,home,visible
53,2 - 05:17,Foul,317874,away,visible
53,2 - 05:55,Direct free-kick,355100,home,visible
53,2 - 08:04,Foul,484989,home,visible
53,2 - 08:25,Indirect free-kick,505882,away,visible
53,2 - 09:01,Shots off target,541053,home,visible
53,2 - 09:08,Ball out of play,548000,not applicable,not shown
53,2 - 09:18,Throw-in,558069,home,not shown
53,2 - 09:25,Ball out of play,565303,not applicable,not shown
53,2 - 09:54,Corner,594957,home,visible
53,2 - 10:00,Ball out of play,600863,not applicable,visible
53,2 - 10:04,Throw-in,604231,home,not shown
53,2 - 10:59,Ball out of play,659462,not applicable,visible
53,2 - 11:08,Throw-in,668904,home,not shown
53,2 - 11:46,Shots on target,706598,home,visible
53,2 - 12:06,Foul,726350,away,visible
53,2 - 12:15,Indirect free-kick,735762,home,visible
53,2 - 12:28,Ball out of play,748574,not applicable,visible
53,2 - 12:38,Throw-in,758729,home,visible
53,2 - 12:57,Foul,777917,away,visible
53,2 - 13:01,Indirect free-kick,781807,home,visible
53,2 - 13:50,Ball out of play,830759,not applicable,visible
53,2 - 13:55,Throw-in,835534,home,visible
53,2 - 14:30,Shots off target,870805,home,visible
53,2 - 14:31,Ball out of play,871787,not applicable,visible
53,2 - 15:10,Substitution,910771,away,visible
53,2 - 15:26,Clearance,926360,away,visible
53,2 - 15:37,Shots on target,937385,away,visible
53,2 - 15:44,Ball out of play,944823,not applicable,visible
53,2 - 15:47,Foul,947631,away,visible
53,2 - 15:54,Yellow card,954634,away,visible
53,2 - 15:58,Throw-in,958983,home,not shown
53,2 - 17:02,Shots off target,1022781,away,visible
53,2 - 19:00,Shots off target,1140378,home,visible
53,2 - 19:02,Ball out of play,1142072,not applicable,visible
53,2 - 19:19,Substitution,1159251,home,not shown
53,2 - 19:37,Clearance,1177447,away,not shown
53,2 - 20:11,Shots off target,1211159,away,visible
53,2 - 20:55,Shots on target,1255767,away,visible
53,2 - 21:27,Ball out of play,1287601,not applicable,visible
53,2 - 21:56,Clearance,1316984,away,visible
53,2 - 22:11,Ball out of play,1331996,not applicable,visible
53,2 - 22:16,Throw-in,1336037,home,visible
53,2 - 22:18,Ball out of play,1338483,not applicable,visible
53,2 - 22:23,Throw-in,1343435,home,visible
53,2 - 24:01,Foul,1441637,home,visible
53,2 - 26:24,Indirect free-kick,1584996,away,visible
53,2 - 26:33,Ball out of play,1593337,not applicable,visible
53,2 - 26:44,Throw-in,1604189,away,visible
53,2 - 26:45,Ball out of play,1605355,not applicable,visible
53,2 - 26:52,Throw-in,1612216,away,visible
53,2 - 26:58,Ball out of play,1618877,not applicable,visible
53,2 - 27:09,Throw-in,1629202,away,not shown
53,2 - 27:21,Ball out of play,1641272,not applicable,visible
53,2 - 27:32,Throw-in,1652375,away,visible
53,2 - 28:18,Offside,1698939,away,visible
53,2 - 28:39,Clearance,1719764,home,visible
53,2 - 28:46,Ball out of play,1726432,not applicable,visible
53,2 - 28:59,Throw-in,1739446,home,visible
53,2 - 29:33,Shots off target,1773935,away,visible
53,2 - 29:34,Ball out of play,1774556,not applicable,visible
53,2 - 29:53,Substitution,1793627,home,not shown
53,2 - 30:05,Clearance,1805953,home,not shown
53,2 - 30:17,Ball out of play,1817154,not applicable,visible
53,2 - 30:30,Throw-in,1830743,away,visible
53,2 - 31:34,Ball out of play,1894892,not applicable,visible
53,2 - 32:05,Clearance,1925514,away,visible
53,2 - 32:52,Foul,1972034,home,visible
53,2 - 33:22,Indirect free-kick,2002917,away,not shown
53,2 - 33:30,Ball out of play,2010839,not applicable,visible
53,2 - 33:32,Throw-in,2012295,home,visible
53,2 - 34:27,Foul,2067372,home,visible
53,2 - 34:59,Indirect free-kick,2099817,away,visible
53,2 - 35:01,Foul,2101323,home,visible
53,2 - 35:30,Direct free-kick,2130497,away,visible
53,2 - 35:58,Ball out of play,2158133,not applicable,visible
53,2 - 36:04,Throw-in,2164402,home,not shown
53,2 - 36:28,Offside,2188441,home,visible
53,2 - 36:59,Indirect free-kick,2219521,away,visible
53,2 - 37:16,Ball out of play,2236355,not applicable,visible
53,2 - 37:22,Throw-in,2242559,home,not shown
53,2 - 37:49,Ball out of play,2269910,not applicable,visible
53,2 - 37:53,Throw-in,2273249,home,visible
53,2 - 38:04,Shots on target,2284828,home,visible
53,2 - 38:08,Shots on target,2288199,home,visible
53,2 - 38:08,Goal,2288993,home,visible
53,2 - 38:41,Kick-off,2321668,away,not shown
53,2 - 40:10,Ball out of play,2410222,not applicable,visible
53,2 - 40:18,Throw-in,2418274,home,visible
53,2 - 40:54,Shots on target,2454823,away,visible
53,2 - 40:56,Ball out of play,2456706,not applicable,visible
53,2 - 41:25,Corner,2485166,away,visible
53,2 - 41:32,Ball out of play,2492752,not applicable,visible
53,2 - 41:44,Throw-in,2504874,away,not shown
53,2 - 42:11,Ball out of play,2531716,not applicable,not shown
53,2 - 42:19,Throw-in,2539805,home,not shown
53,2 - 42:36,Foul,2556226,home,visible
53,2 - 43:02,Indirect free-kick,2582603,away,visible
53,2 - 43:19,Offside,2599065,home,visible
53,2 - 43:31,Indirect free-kick,2611053,away,not shown
53,2 - 43:43,Ball out of play,2623306,not applicable,visible
53,2 - 43:53,Throw-in,2633063,away,not shown
53,2 - 44:05,Ball out of play,2645723,not applicable,visible
53,2 - 44:22,Throw-in,2662754,away,not shown
53,2 - 44:57,Foul,2697559,home,visible
53,2 - 45:04,Yellow card,2704229,away,visible
53,2 - 45:13,Yellow card,2713576,home,visible
53,2 - 45:50,Indirect free-kick,2750994,away,visible
53,2 - 47:05,Shots on target,2825558,away,visible
53,2 - 47:45,Foul,2865992,away,visible
53,2 - 48:24,Indirect free-kick,2904897,home,visible
53,2 - 48:41,Shots off target,2921439,home,visible
53,2 - 49:09,Foul,2949466,home,visible
54,1 - 00:00,Kick-off,12,home,not shown
54,1 - 00:07,Ball out of play,7022,not applicable,visible
54,1 - 00:24,Throw-in,24356,away,visible
54,1 - 02:19,Ball out of play,139452,not applicable,visible
54,1 - 02:50,Corner,170574,home,visible
54,1 - 03:00,Ball out of play,180598,not applicable,visible
54,1 - 03:19,Ball out of play,199581,not applicable,visible
54,1 - 03:27,Throw-in,207310,home,visible
54,1 - 04:09,Ball out of play,249512,not applicable,visible
54,1 - 04:37,Clearance,277868,away,visible
54,1 - 05:28,Ball out of play,328040,not applicable,visible
54,1 - 05:36,Throw-in,336827,home,visible
54,1 - 06:37,Ball out of play,397197,not applicable,visible
54,1 - 06:48,Clearance,408520,away,not shown
54,1 - 08:33,Ball out of play,513103,not applicable,visible
54,1 - 08:47,Clearance,527081,away,not shown
54,1 - 11:07,Shots on target,667797,home,visible
54,1 - 11:11,Ball out of play,671611,not applicable,visible
54,1 - 11:15,Throw-in,675769,home,not shown
54,1 - 11:35,Offside,695945,home,visible
54,1 - 12:03,Indirect free-kick,723512,away,not shown
54,1 - 12:22,Ball out of play,742939,not applicable,visible
54,1 - 12:34,Throw-in,754081,home,not shown
54,1 - 12:51,Ball out of play,771090,not applicable,not shown
54,1 - 12:56,Throw-in,776956,home,not shown
54,1 - 13:18,Foul,798918,home,visible
54,1 - 13:44,Indirect free-kick,824747,away,visible
54,1 - 13:54,Ball out of play,834759,not applicable,visible
54,1 - 14:08,Throw-in,848871,away,visible
54,1 - 14:12,Ball out of play,852329,not applicable,visible
54,1 - 14:17,Throw-in,857872,away,visible
54,1 - 14:34,Ball out of play,874769,not applicable,visible
54,1 - 14:40,Throw-in,880148,home,not shown
54,1 - 15:17,Ball out of play,917679,not applicable,visible
54,1 - 15:32,Throw-in,932283,home,visible
54,1 - 15:52,Ball out of play,952848,not applicable,visible
54,1 - 16:23,Throw-in,983594,home,not shown
54,1 - 16:39,Ball out of play,999511,not applicable,visible
54,1 - 16:46,Throw-in,1006488,home,not shown
54,1 - 17:15,Ball out of play,1035391,not applicable,visible
54,1 - 17:17,Throw-in,1037854,home,visible
54,1 - 17:37,Foul,1057206,home,visible
54,1 - 18:10,Throw-in,1090546,away,not shown
54,1 - 18:43,Ball out of play,1123825,not applicable,visible
54,1 - 18:59,Throw-in,1139230,away,visible
54,1 - 19:11,Shots off target,1151749,away,visible
54,1 - 19:12,Ball out of play,1152871,not applicable,visible
54,1 - 19:42,Corner,1182928,away,visible
54,1 - 19:51,Offside,1191877,away,visible
54,1 - 20:00,Indirect free-kick,1200061,home,not shown
54,1 - 21:10,Ball out of play,1270410,not applicable,visible
54,1 - 21:39,Throw-in,1299171,away,visible
54,1 - 22:34,Offside,1354400,home,visible
54,1 - 22:46,Indirect free-kick,1366466,away,visible
54,1 - 23:08,Foul,1388827,home,visible
54,1 - 23:58,Shots on target,1438856,away,visible
54,1 - 23:58,Direct free-kick,1438856,away,visible
54,1 - 23:59,Goal,1439829,away,visible
54,1 - 24:53,Kick-off,1493581,home,not shown
54,1 - 25:23,Ball out of play,1523854,not applicable,visible
54,1 - 25:28,Throw-in,1528745,away,not shown
54,1 - 25:41,Ball out of play,1541682,not applicable,visible
54,1 - 25:46,Throw-in,1546013,home,not shown
54,1 - 27:33,Ball out of play,1653006,not applicable,visible
54,1 - 27:49,Throw-in,1669066,home,not shown
54,1 - 27:57,Foul,1677179,home,visible
54,1 - 28:48,Direct free-kick,1728599,away,visible
54,1 - 28:48,Shots on target,1728599,away,visible
54,1 - 28:51,Ball out of play,1731726,not applicable,visible
54,1 - 29:19,Corner,1759118,away,visible
54,1 - 30:20,Ball out of play,1820708,not applicable,visible
54,1 - 30:23,Throw-in,1823820,home,not shown
54,1 - 30:37,Ball out of play,1837359,not applicable,visible
54,1 - 32:32,Corner,1952028,home,visible
54,1 - 32:40,Ball out of play,1960506,not applicable,visible
54,1 - 32:41,Throw-in,1961473,home,visible
54,1 - 32:47,Ball out of play,1967034,not applicable,visible
54,1 - 33:15,Clearance,1995709,away,visible
54,1 - 33:24,Ball out of play,2004316,not applicable,visible
54,1 - 33:29,Throw-in,2009424,away,not shown
54,1 - 33:55,Ball out of play,2035560,not applicable,visible
54,1 - 34:06,Throw-in,2046935,home,visible
54,1 - 34:18,Ball out of play,2058284,not applicable,visible
54,1 - 34:38,Clearance,2078214,away,not shown
54,1 - 34:45,Ball out of play,2085222,not applicable,visible
54,1 - 34:48,Throw-in,2088153,home,visible
54,1 - 35:22,Ball out of play,2122584,not applicable,visible
54,1 - 35:32,Throw-in,2132455,home,visible
54,1 - 36:28,Foul,2188205,away,visible
54,1 - 36:37,Indirect free-kick,2197015,home,not shown
54,1 - 37:12,Ball out of play,2232468,not applicable,visible
54,1 - 37:20,Throw-in,2240792,home,visible
54,1 - 37:36,Ball out of play,2256796,not applicable,visible
54,1 - 37:53,Throw-in,2273626,away,visible
54,1 - 38:48,Shots off target,2328798,away,visible
54,1 - 38:49,Ball out of play,2329760,not applicable,visible
54,1 - 39:12,Clearance,2352916,home,visible
54,1 - 39:28,Ball out of play,2368647,not applicable,visible
54,1 - 39:47,Throw-in,2387408,away,visible
54,1 - 39:52,Foul,2392323,away,visible
54,1 - 40:01,Indirect free-kick,2401751,home,visible
54,1 - 40:35,Ball out of play,2435362,not applicable,visible
54,1 - 40:55,Corner,2455757,home,visible
54,1 - 41:05,Offside,2465433,home,visible
54,1 - 41:10,Indirect free-kick,2470161,away,visible
54,1 - 41:36,Ball out of play,2496635,not applicable,visible
54,1 - 41:46,Throw-in,2506963,away,not shown
54,1 - 42:12,Ball out of play,2532015,not applicable,visible
54,1 - 42:28,Throw-in,2548398,away,not shown
54,1 - 42:48,Ball out of play,2568379,not applicable,visible
54,1 - 42:51,Throw-in,2571630,home,visible
54,1 - 43:33,Ball out of play,2613187,not applicable,visible
54,1 - 43:37,Throw-in,2617248,home,visible
54,1 - 43:39,Offside,2619796,home,visible
54,1 - 43:54,Yellow card,2634011,home,not shown
54,1 - 44:21,Indirect free-kick,2661018,away,visible
54,1 - 44:25,Ball out of play,2665011,not applicable,visible
54,1 - 44:31,Throw-in,2671925,home,visible
54,1 - 45:02,Ball out of play,2702239,not applicable,visible
54,2 - 00:00,Kick-off,220,away,visible
54,2 - 00:40,Ball out of play,40021,not applicable,visible
54,2 - 00:56,Substitution,56084,away,not shown
54,2 - 02:00,Ball out of play,120512,not applicable,visible
54,2 - 02:06,Throw-in,126320,away,not shown
54,2 - 02:27,Foul,147019,home,visible
54,2 - 02:36,Indirect free-kick,156678,away,not shown
54,2 - 03:08,Shots off target,188538,home,visible
54,2 - 03:09,Ball out of play,189192,not applicable,visible
54,2 - 03:40,Clearance,220323,away,visible
54,2 - 03:52,Ball out of play,232440,not applicable,visible
54,2 - 04:01,Throw-in,241570,home,visible
54,2 - 04:54,Shots off target,294871,home,visible
54,2 - 04:56,Ball out of play,296036,not applicable,visible
54,2 - 05:21,Clearance,321536,away,visible
54,2 - 05:58,Shots off target,358955,away,visible
54,2 - 05:59,Ball out of play,359414,not applicable,visible
54,2 - 06:23,Clearance,383405,home,visible
54,2 - 07:07,Ball out of play,427433,not applicable,visible
54,2 - 07:26,Throw-in,446401,away,visible
54,2 - 07:37,Ball out of play,457038,not applicable,visible
54,2 - 07:52,Throw-in,472036,away,visible
54,2 - 08:06,Ball out of play,486543,not applicable,visible
54,2 - 08:14,Throw-in,494864,away,visible
54,2 - 08:17,Offside,497370,away,visible
54,2 - 08:33,Indirect free-kick,513502,home,visible
54,2 - 09:09,Ball out of play,549766,not applicable,visible
54,2 - 09:49,Clearance,589094,home,visible
54,2 - 09:57,Ball out of play,597568,not applicable,visible
54,2 - 10:00,Throw-in,600403,home,visible
54,2 - 11:55,Shots on target,715880,home,visible
54,2 - 11:56,Goal,716378,home,visible
54,2 - 12:46,Kick-off,766861,away,not shown
54,2 - 12:57,Foul,777800,home,visible
54,2 - 13:04,Yellow card,784631,home,visible
54,2 - 13:35,Indirect free-kick,815753,away,visible
54,2 - 14:37,Ball out of play,877225,not applicable,visible
54,2 - 15:01,Clearance,901219,away,not shown
54,2 - 15:30,Ball out of play,930920,not applicable,visible
54,2 - 15:38,Throw-in,938760,away,visible
54,2 - 15:51,Ball out of play,951504,not applicable,visible
54,2 - 15:56,Throw-in,956695,home,visible
54,2 - 16:00,Ball out of play,960153,not applicable,visible
54,2 - 16:10,Throw-in,970700,home,visible
54,2 - 16:20,Ball out of play,980497,not applicable,visible
54,2 - 16:37,Throw-in,997438,away,visible
54,2 - 16:38,Foul,998191,away,visible
54,2 - 17:11,Indirect free-kick,1031813,home,visible
54,2 - 17:19,Shots on target,1039703,home,visible
54,2 - 17:26,Offside,1046944,home,visible
54,2 - 18:03,Indirect free-kick,1083749,away,visible
54,2 - 19:18,Foul,1158894,home,visible
54,2 - 19:45,Indirect free-kick,1185247,away,visible
54,2 - 19:57,Ball out of play,1197788,not applicable,visible
54,2 - 20:04,Throw-in,1204115,away,visible
54,2 - 20:42,Foul,1242253,away,visible
54,2 - 20:49,Indirect free-kick,1249659,home,visible
54,2 - 21:06,Ball out of play,1266987,not applicable,visible
54,2 - 21:23,Indirect free-kick,1283230,away,visible
54,2 - 21:35,Ball out of play,1295912,not applicable,visible
54,2 - 21:45,Throw-in,1305130,home,visible
54,2 - 22:31,Ball out of play,1351452,not applicable,visible
54,2 - 22:41,Clearance,1361345,home,not shown
54,2 - 22:53,Ball out of play,1373034,not applicable,visible
54,2 - 22:59,Throw-in,1379019,home,not shown
54,2 - 23:30,Ball out of play,1410633,not applicable,visible
54,2 - 23:39,Clearance,1419918,away,not shown
54,2 - 24:49,Ball out of play,1489122,not applicable,visible
54,2 - 24:56,Throw-in,1496723,home,not shown
54,2 - 25:37,Ball out of play,1537470,not applicable,not shown
54,2 - 26:18,Substitution,1578292,away,visible
54,2 - 26:38,Throw-in,1598294,away,visible
54,2 - 26:39,Foul,1599825,away,visible
54,2 - 27:04,Indirect free-kick,1624723,home,visible
54,2 - 27:18,Ball out of play,1638200,not applicable,visible
54,2 - 27:28,Throw-in,1648627,away,not shown
54,2 - 28:10,Ball out of play,1690273,not applicable,visible
54,2 - 28:12,Throw-in,1692696,home,visible
54,2 - 29:22,Ball out of play,1762594,not applicable,visible
54,2 - 29:45,Substitution,1785064,home,visible
54,2 - 30:02,Clearance,1802811,away,visible
54,2 - 30:15,Foul,1815822,home,visible
54,2 - 30:58,Shots on target,1858840,away,visible
54,2 - 30:58,Penalty,1858840,away,visible
54,2 - 30:59,Ball out of play,1859731,not applicable,visible
54,2 - 31:26,Corner,1886114,away,visible
54,2 - 31:29,Ball out of play,1889803,not applicable,visible
54,2 - 31:33,Throw-in,1893997,away,not shown
54,2 - 31:51,Ball out of play,1911335,not applicable,visible
54,2 - 32:00,Throw-in,1920489,home,not shown
54,2 - 32:25,Foul,1945673,home,visible
54,2 - 32:37,Indirect free-kick,1957070,away,visible
54,2 - 32:49,Foul,1969518,home,visible
54,2 - 33:10,Indirect free-kick,1990881,away,visible
54,2 - 33:13,Foul,1993761,away,visible
